date,temperature_2m,surface_pressure,precipitation,wind_speed_10m,temp_lower,temp_upper,wind_lower,wind_upper,press_lower,press_upper,if_score,is_if_anomaly,lstm_error,is_lstm_anomaly,if_threshold,lstm_threshold,anomaly_label,reconstruction_error_summary,reconstruction_error_plot,TreeSHAP_natural_language_summary,local_contribution_plot_path
2025-06-01 03:00:00,14.8,1011.5,0,15.5,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2763114388,0,0.3965732058,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.92**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.57)
  • **precip_z_24h** = 0.00 (contribution: +0.50)
  • **temperature_2m_z** = 0.25 (contribution: +0.43)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_030000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_030000.png
2025-06-01 04:00:00,14.4,1011.5,0,17.6,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2718681018,0,0.4313264369,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.74**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.56)
  • **precip_z_24h** = 0.00 (contribution: +0.48)
  • **temperature_2m_z** = 0.16 (contribution: +0.48)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_040000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_040000.png
2025-06-01 05:00:00,13.1,1011.7,0,13.7,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2730663757,0,0.3714089226,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.79**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.57)
  • **temperature_2m_z** = -0.11 (contribution: +0.54)
  • **precip_z_24h** = 0.00 (contribution: +0.48)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_050000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_050000.png
2025-06-01 06:00:00,12.9,1011.9,0,14.8,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2724780364,0,0.3606092221,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.76**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.56)
  • **temperature_2m_z** = -0.16 (contribution: +0.49)
  • **precip_z_24h** = 0.00 (contribution: +0.48)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_060000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_060000.png
2025-06-01 07:00:00,13.4,1012.1,0,16.6,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2738758599,0,0.4014874438,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.82**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.55)
  • **temperature_2m_z** = -0.05 (contribution: +0.54)
  • **precip_z_24h** = 0.00 (contribution: +0.49)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_070000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_070000.png
2025-06-01 08:00:00,14.5,1012.3,0,19.1,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2692884473,0,0.4304446897,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.64**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.55)
  • **temperature_2m_z** = 0.18 (contribution: +0.50)
  • **precip_z_24h** = 0.00 (contribution: +0.49)

- No features decreased the normality score.

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_080000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_080000.png
2025-06-01 09:00:00,15.6,1012.1,0,16.9,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2578094337,0,0.4134285196,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **14.19**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.54)
  • **precip_z_24h** = 0.00 (contribution: +0.48)
  • **surface_pressure_z** = -0.34 (contribution: +0.43)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 0.88 (contribution: -0.26)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_090000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_090000.png
2025-06-01 10:00:00,16.6,1012,0,18.4,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2526715133,0,0.4539214815,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **13.99**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.53)
  • **precip_z_24h** = 0.00 (contribution: +0.47)
  • **surface_pressure_z** = -0.36 (contribution: +0.42)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 0.96 (contribution: -0.49)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_100000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_100000.png
2025-06-01 11:00:00,18.4,1011.7,0,22.3,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2336591118,0,0.5438579192,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **13.28**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.52)
  • **precip_z_24h** = 0.00 (contribution: +0.46)
  • **surface_pressure_z** = -0.40 (contribution: +0.38)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.10 (contribution: -0.86)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_110000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_110000.png
2025-06-01 12:00:00,19.5,1011.4,0,21.2,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2179586275,0,0.5256627199,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **12.72**. This suggests it's **more normal** ✨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.54)
  • **precip_z_24h** = 0.00 (contribution: +0.46)
  • **surface_pressure_z** = -0.44 (contribution: +0.38)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.28 (contribution: -1.16)
  • **temperature_2m_z** = 1.24 (contribution: -0.18)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_120000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_120000.png
2025-06-01 13:00:00,20.1,1010.9,0,24.1,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2012682956,0,0.6217662813,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **12.15**. This suggests it's **more unusual than normal** 🚨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.52)
  • **precip_z_24h** = 0.00 (contribution: +0.45)
  • **surface_pressure_z** = -0.51 (contribution: +0.33)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.53 (contribution: -1.44)
  • **temperature_2m_z** = 1.37 (contribution: -0.40)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_130000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_130000.png
2025-06-01 14:00:00,20,1010.7,0,21.2,10,26.25,4.1,27.1,1000.160075,1028.983814,0.2003035276,0,0.5915006024,0,0.03304385849,0.6425,Normal,"Sample Anomaly Label: Normal

The model's baseline normality score is **12.70**. For this event, the score is **12.12**. This suggests it's **more unusual than normal** 🚨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.51)
  • **precip_z_24h** = 0.00 (contribution: +0.45)
  • **surface_pressure_z** = -0.54 (contribution: +0.29)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.48 (contribution: -1.40)
  • **temperature_2m_z** = 1.35 (contribution: -0.43)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_140000.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_140000.png
2025-06-01 15:00:00,20,1010.4,0,25.6,10,26.25,4.1,27.1,1000.160075,1028.983814,0.1872530439,0,0.6739453969,1,0.03304385849,0.6425,Pattern anomaly,"Sample Anomaly Label: Pattern anomaly

The model's baseline normality score is **12.70**. For this event, the score is **11.69**. This suggests it's **more unusual than normal** 🚨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.49)
  • **precip_z_24h** = 0.00 (contribution: +0.45)
  • **surface_pressure_z** = -0.58 (contribution: +0.23)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.67 (contribution: -1.79)
  • **temperature_2m_z** = 1.35 (contribution: -0.39)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_150000.png,"🔍 **Anomaly Severity**: Unusual behavior (pattern-level issue)

⚠️ The model flagged this sample as **anomalous** based on unusual reconstruction behavior.

📌 **What this means:**
This time window exhibited deviations from typical weather patterns, which may indicate unexpected events or data irregularities.

🛠️ **Recommended action:** Consider reviewing operational context (e.g., weather warnings, sudden shifts in conditions) for this period.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_150000.png
2025-06-01 16:00:00,19.4,1010.2,0,28.4,10,26.25,4.1,27.1,1000.160075,1028.983814,0.1811830779,0,0.7028679856,1,0.03304385849,0.6425,Pattern anomaly,"Sample Anomaly Label: Pattern anomaly

The model's baseline normality score is **12.70**. For this event, the score is **11.49**. This suggests it's **more unusual than normal** 🚨.

**Why did it happen?** 🤔
Here's how features influenced the normality score:
- Features that increased the normality score (made it seem more normal) :

  • **precip_z_12h** = 0.00 (contribution: +0.50)
  • **precip_z_24h** = 0.00 (contribution: +0.48)
  • **surface_pressure_z** = -0.61 (contribution: +0.20)

- Features that decreased the normality score (made it seem more anomalous) :

  • **wind_r** = 1.85 (contribution: -2.29)
  • **temperature_2m_z** = 1.22 (contribution: -0.09)

**What should we do?** ✅ Review variables that decreased the normality score. Validate against known events or investigate further if unexpected.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/SHAP_plots/shap_plot_20250601_160000.png,"🔍 **Anomaly Severity**: Unusual behavior (pattern-level issue)

⚠️ The model flagged this sample as **anomalous** based on unusual reconstruction behavior.

📌 **What this means:**
This time window exhibited deviations from typical weather patterns, which may indicate unexpected events or data irregularities.

🛠️ **Recommended action:** Consider reviewing operational context (e.g., weather warnings, sudden shifts in conditions) for this period.",/content/drive/MyDrive/Data Science Group Project/XAI outputs for dashboard/REA_plots/rea_plot_20250601_160000.png
